"","pr.mm.d","srad.w.m2","tmax.c","tmin.c","vp.pa","Q.m3.s","Lagged.Q.m3.s","pr.mm.d_W1","pr.mm.d_W2","pr.mm.d_W3","pr.mm.d_W4","pr.mm.d_V4","srad.w.m2_W1","srad.w.m2_W2","srad.w.m2_W3","srad.w.m2_W4","srad.w.m2_V4","tmax.c_W1","tmax.c_W2","tmax.c_W3","tmax.c_W4","tmax.c_V4","tmin.c_W1","tmin.c_W2","tmin.c_W3","tmin.c_W4","tmin.c_V4","vp.pa_W1","vp.pa_W2","vp.pa_W3","vp.pa_W4","vp.pa_V4","Q.m3.s_W1","Q.m3.s_W2","Q.m3.s_W3","Q.m3.s_W4","Q.m3.s_V4"
"14",0,450.07,28.44,8.68,1134.25,66,66,0,0,0,0,0,3.285,-18.4175,-7.54250000000002,-7.62187499999999,480.366875,1.34,0.547499999999999,-2.69125,1.353125,27.890625,0.85,1.5925,-1.9625,0.954375,7.245625,64.39,107.225,-149.93125,75.7837500000001,1036.7825,-1.5,-1.25,-5.125,-13.125,87
"15",0,421.87,29.34,11.2,1335.75,65,63,0,0,0,0,0,-14.1,-9.58499999999998,-19.84375,-9.56125000000003,474.96,0.449999999999999,2.045,-1.8875,0.579374999999999,28.153125,1.26,2.225,-0.45125,0.5025,7.66375,100.75,161.3325,-36.14375,42.4350000000001,1067.37625,-0.5,-1.75,-4.25,-12.375,83.875
"16",2.79,364.98,29.81,11.08,1327.93,63,61,1.395,0.6975,0.34875,0.174375,0.174375,-28.445,-26.68,-33.56375,-14.116875,467.785625,0.234999999999999,1.2375,0.114999999999998,-0.303125,28.525625,-0.0599999999999996,1.655,1.59375,-0.141249999999999,8.0325,-3.90999999999997,130.99,115.78375,-9.92812499999991,1094.994375,-1,-1.75,-3.5,-11.6875,80.9375
"17",0,365.71,23.31,8.94,1157.61,66,59,-1.395,0.6975,0.34875,0.174375,0.174375,0.364999999999981,-35.3125,-38.28875,-21.4925,460.43875,-3.25,-1.165,0.580000000000002,-1.241875,28.386875,-1.07,0.0350000000000001,2.205,-0.4425,8.2125,-85.1600000000001,3.88499999999999,163.26625,-33.00375,1108.6225,1.5,-0.5,-2.875,-10.625,78.5
"18",0,447.53,26.39,7.06,1010.33,63,58,0,-0.6975,0.34875,0.174375,0.174375,40.91,6.5975,-32.59,-25.793125,458.405625,1.54,-2.3625,0.329999999999998,-1.458125,28.340625,-0.94,-1.57,1.66625,-0.288125,8.191875,-73.6399999999999,-123.935,122.635,-21.8818749999999,1107.151875,-1.5,0.25,-2.25,-9.6875,76.1875
"19",0,422.21,26,8.17,1095.61,61,55,0,-0.6975,0.34875,0.174375,0.174375,-12.66,34.7625,-22.72375,-32.18,455.01125,-0.195,-0.182499999999999,-0.233750000000001,-1.790625,28.401875,0.555,-1.1975,0.54875,-0.0787500000000003,8.3425,42.6399999999999,-94.9,37.1012499999999,-7.23625000000004,1118.005,-1,-1.25,-2,-8.625,73.875
"20",0,434.41,25.94,7.36,1033.48,59,54,0,0,-0.34875,0.174375,0.174375,6.10000000000002,10.845,-1.31999999999999,-32.698125,451.483125,-0.0299999999999994,0.559999999999999,-1.46375,-1.514375,28.388125,-0.405,-0.1175,-0.80125,0.228125,8.455625,-31.0649999999999,-9.71249999999998,-63.29625,11.701875,1125.851875,-1,-2.25,-1.75,-7.625,71.625
"21",0,443.04,28.8,9.08,1166.25,58,56,0,0,-0.34875,0.174375,0.174375,4.315,1.92750000000001,18.07,-29.96375,448.69125,1.43,0.5875,-0.471250000000001,-1.18,28.43375,0.86,0.3025,-1.02875,0.369375,8.576875,66.385,23.4475,-81.23375,22.2106249999999,1135.440625,-0.5,-1.75,-2.375,-6.9375,69.5625
"22",0,457.63,30.92,9.55,1203.76,55,56,0,0,-0.34875,0.174375,0.174375,7.29499999999999,11.0125,19.65,-26.53625,446.20875,1.06,1.945,0.35125,-0.84,28.40375,0.235,0.775,-0.515,0.4275,8.6275,18.755,60.23,-41.5650000000001,26.886875,1139.453125,-1.5,-1.75,-3,-6.3125,67.5625
"23",0,384.05,27.79,11.55,1364.65,54,52,0,0,-0.34875,0.174375,0.174375,-36.79,-8.9425,14.8375,-25.2268749999999,440.171875,-1.565,0.9925,0.992500000000001,-0.68125,28.05125,1,1.165,0.286250000000001,0.46625,8.6325,80.4450000000001,92.17,22.0825,30.0706249999999,1139.881875,-0.5,-2,-3.375,-5.8125,65.6875
"24",0,307.79,22.97,10.91,1312.51,56,50,0,0,0,-0.174375,0.174375,-38.13,-52.2075,-9.66874999999999,-22.93625,430.7325,-2.41,-2.24,1.105,-0.85375,27.36875,-0.32,0.9575,1.195,0.593125000000001,8.484375,-26.0700000000001,76.7874999999999,93.7674999999999,41.479375,1126.545625,1,-0.75,-3.25,-5.125,64.125
"25",0,383.4,24.82,9.1,1169.9,56,50,0,0,0,-0.174375,0.174375,37.805,-37.6225,-26.79,-14.469375,424.476875,0.925000000000001,-2.73,-0.0787499999999994,-0.220625,26.924375,-0.905,-0.272500000000001,1.18,0.66375,8.43375,-71.3049999999999,-21.5,93.14375,46.9712499999999,1122.59,0,0.75,-2.5,-5.0625,62.8125
"26",0,422.77,24.29,6.61,969.12,52,48,0,0,0,-0.174375,0.174375,19.685,28.5825,-32.41,-12.85,419.7625,-0.265000000000001,-0.4125,-1.47375,-0.220625,26.661875,-1.245,-1.6875,0.50125,0.568750000000001,8.4725,-100.39,-134.535,39.635,39.5699999999999,1124.84,-2,-0.5,-1.875,-5.0625,61.4375
"27",0,415.55,25.79,8.33,1098.8,50,45,0,0,0,-0.174375,0.174375,-3.60999999999999,36.7825,-23.7025,-8.37562499999999,414.455625,0.75,0.5725,-1.9475,-0.0981249999999996,26.513125,0.86,-1.2675,-0.32375,0.398750000000001,8.6625,64.84,-103.6225,-27.2262499999999,27.02,1137.78875,-1,-2.5,-1.5,-5.125,60.125
"28",0,399.27,23.2,6.98,1002.27,50,44,0,0,0,-0.174375,0.174375,-8.14000000000001,2.16249999999999,3.55999999999995,-8.54875000000001,410.23625,-1.295,-0.0300000000000011,-1.5475,-0.400625000000002,26.473125,-0.675,-0.1,-1.25875,0.165000000000001,8.84875,-48.265,-9.48750000000007,-100.885,11.676875,1149.230625,0,-2,-1.875,-5.0625,58.9375
"29",0,462.32,26.04,5.38,882.85,48,43,0,0,0,-0.174375,0.174375,31.525,5.8175,20.88,-7.31500000000003,411.4125,1.42,-0.210000000000001,-0.897500000000001,-0.763125,26.490625,-0.8,-0.645,-1.72625,-0.1975,8.74875,-59.71,-45.7,-137.2225,-16.0843749999999,1141.566875,-1,-1,-2.625,-5,57.625
"30",0,450.68,31.6,10.59,1247.97,45,42,0,0,0,-0.174375,0.174375,-5.81999999999999,24.545,28.72625,-8.22187500000001,411.450625,2.78,2.1625,0.844999999999999,-0.875624999999999,26.688125,2.605,0.165,-0.86125,-0.186875,8.868125,182.56,7.43750000000011,-73.0362500000001,-17.6656250000001,1148.674375,-1.5,-1.75,-3.125,-4.9375,56.3125
"31",0,476.22,33.58,9.83,1171.95,44,41,0,0,0,-0.174375,0.174375,12.77,16.3275,32.3725,-0.097500000000025,414.8475,0.989999999999998,3.985,2.06875,-0.416874999999997,26.953125,-0.38,2.015,-0.27125,-0.31625,8.7825,-38.01,133.7,-30.66125,-31.515625,1138.436875,-0.5,-2.25,-3.375,-4.875,55
"32",0,450.96,32.02,10.63,1249.43,43,41,0,0,0,0,0,-12.63,3.54500000000002,27.39875,12.425,420.22125,-0.779999999999998,1.99,3.1425,0.576249999999998,27.09125,0.4,1.1225,0.67625,-0.323125,8.754375,38.74,72.64,39.0137500000001,-34.494375,1133.530625,-0.5,-1.5,-3.5,-5.25,53.75
"33",0,432.97,28.9,9.33,1163.37,42,41,0,0,0,0,0,-8.99499999999998,-10.7425,13.865,14.4175,424.425,-1.56,-1.065,3.3475,0.736875000000001,27.440625,-0.65,-0.115,1.635,-0.31875,8.77875,-43.0300000000001,-1.77999999999997,109.96,-35.670625,1133.890625,-0.5,-1,-3.25,-5.5,52.25
"34",0,391.49,25.49,8.84,1150.07,41,40,0,0,0,0,0,-20.74,-25.68,2.97750000000002,14.01,420.9225,-1.705,-2.8025,1.67,0.943125,27.384375,-0.245,-0.5725,0.91875,-0.151250000000001,8.89,-6.64999999999998,-26.9850000000001,62.86625,-21.7856250000001,1142.624375,-0.5,-1,-2.875,-5.5,50.875
"35",0,452.55,23.3,3.19,759.53,41,38,0,0,0,0,0,30.53,-9.97250000000003,-7.565,16.73875,422.81875,-1.095,-3.0325,-0.588749999999999,0.800625,27.215625,-2.825,-1.9825,-0.0987499999999999,-0.4825,8.57875,-195.27,-125.8,2.16999999999996,-43.189375,1121.619375,0,-0.75,-2.5,-5.375,49.625
"36",0,449.26,25.19,5.04,849.14,41,37,0,0,0,0,0,-1.64500000000001,19.3375,-14.23875,22.059375,423.746875,0.945,-1.475,-2.545,1.09625,27.16875,0.925,-2.485,-1.25375,-0.580000000000001,8.43375,44.805,-176.1925,-78.7612500000001,-50.8093749999999,1110.098125,0,-0.25,-1.875,-5.375,48.5
"37",0,451.22,27.5,6.73,939.08,40,37,0,0,0,0,0,0.980000000000018,14.11,-8.28875000000002,20.160625,424.258125,1.155,0.975,-3.0775,1.36,27.0875,0.845,-0.0649999999999999,-2.0725,-0.264374999999999,8.286875,44.97,-30.345,-141.8625,-29.5825,1095.9,-0.5,-0.25,-1.375,-5.25,47.375
"38",0,429.01,28.76,9.27,1131.15,38,37,0,0,0,0,0,-11.105,-5.39499999999998,3.79999999999998,19.240625,422.469375,0.630000000000001,1.9425,-1.905,1.14,26.9525,1.27,1.9425,-1.8,-0.411875,8.269375,96.035,115.39,-131.99,-39.646875,1091.361875,-1,-1,-1.25,-5.0625,46.3125
"39",0,430.56,28.12,8.59,1082.56,37,37,0,0,0,0,0,0.775000000000006,-10.2275,4.00999999999999,10.62625,425.37625,-0.32,1.0475,-0.0175000000000018,0.436874999999999,26.973125,-0.34,1.5225,-0.295,-0.381875,8.084375,-24.2950000000001,106.3725,-40.0587499999999,-33.1899999999999,1073.73125,-0.5,-1.5,-1.375,-4.875,45.25
"40",0,406.52,26.69,8.92,1133.66,37,36,0,0,0,0,0,-12.02,-10.7875,-1.12,-1.09937500000001,431.546875,-0.715,-0.362500000000001,1.02375,-0.461874999999999,27.205625,0.165,0.3775,0.888749999999999,-0.47125,7.96,25.5500000000001,36.4975000000001,45.5425000000001,-36.483125,1062.553125,0,-1,-1.625,-4.4375,44.0625
"41",0,455.69,24.81,3.92,771.99,37,35,0,0,0,0,0,24.585,0.660000000000025,-2.8425,-2.77749999999997,436.065,-0.940000000000001,-1.345,0.862500000000001,-0.972500000000002,27.205,-2.5,-1.255,0.8625,-0.82375,7.63625,-180.835,-77.015,52.6925000000001,-60.53625,1037.68375,0,-0.25,-1.75,-3.875,42.875
"42",0,457.62,26.9,5.31,840.19,37,35,0,0,0,0,0,0.965000000000003,19.0575,-3.95625000000001,3.31062499999999,438.243125,1.045,-0.775000000000002,0.22125,-0.959375000000001,27.368125,0.695,-2.07,0.31375,-1.18375,7.555,34.1,-151.01,18.6875000000001,-91.2131249999999,1029.625625,0,0,-1.5,-3.4375,41.9375
"43",0,471.57,29.46,5.86,849.6,36,35,0,0,0,0,0,6.97499999999999,16.745,3.91875000000002,2.18687499999999,441.744375,1.28,1.215,-0.213749999999999,-0.418749999999999,27.5975,0.275,-0.4175,-0.7025,-0.695625000000001,7.400625,4.70499999999998,-53.965,-50.81125,-64.3793749999999,1014.050625,-0.5,-0.25,-1.125,-3.1875,41.0625
"44",0,449.3,29.07,7.48,923.43,35,35,0,0,0,0,0,-11.135,1.89000000000001,14.60875,-0.935000000000002,444.87125,-0.195,1.705,-0.103750000000002,-0.300625,27.964375,0.81,1.0275,-1.3675,-0.421875,7.431875,36.915,40.2125,-112.655,-50.165625,1009.123125,-0.5,-0.75,-0.875,-3,40.125
"45",0,397.64,25.91,8.31,1033.41,35,34,0,0,0,0,0,-25.83,-20.5625,6.79375000000002,-3.59000000000003,440.82875,-1.58,-0.344999999999999,0.370000000000001,-0.491249999999999,27.95625,0.415,1.155,-0.4675,-0.407500000000001,7.615,54.9900000000001,66.7625,-59.0912500000001,-47.784375,1018.533125,0,-0.75,-0.75,-2.8125,39.3125
"46",0,405.69,23.85,5.96,878.95,35,33,0,0,0,0,0,4.02500000000001,-29.385,-3.27375000000001,-3.69312500000004,438.016875,-1.03,-2.1925,0.221250000000001,-0.620625,27.471875,-1.175,0.2325,0.10875,-0.531875,7.325625,-77.23,34.8325,-17.87625,-56.2456249999999,995.469375,0,-0.25,-0.875,-2.5625,38.6875
"47",0,402.38,23.18,5.4,837.68,35,32,0,0,0,0,0,-1.655,-9.71750000000003,-17.04875,-2.60062500000001,433.401875,-0.335000000000001,-1.9875,-0.731249999999999,-0.588125,26.821875,-0.28,-1.1075,0.3925,-0.65375,7.04875,-20.635,-60.0525,9.75375000000003,-65.96375,974.5775,0,0,-0.875,-2.25,38.125
"48",0,425.91,28.18,7.95,951.46,34,32,0,0,0,0,0,11.765,6.24000000000001,-25.32,1.38874999999999,431.83625,2.5,0.399999999999999,-1.14,-0.161874999999998,26.581875,1.275,-0.23,0.63125,-0.6075,6.88125,56.89,-30.8050000000001,39.53625,-70.1156250000001,955.954375,-0.5,-0.25,-0.75,-2.0625,37.5625
"49",0,422.34,28.58,8.27,974.59,33,31,0,0,0,0,0,-1.78500000000003,10.045,-14.97625,-2.11562500000002,431.171875,0.199999999999999,2.4325,-0.943750000000001,0.329375000000001,26.561875,0.16,1.215,0.0774999999999997,0.00249999999999995,6.815,11.565,52.355,-0.493749999999977,-32.991875,944.155625,-0.5,-0.75,-0.75,-2,37
"50",0,407.48,26.04,7.13,929.86,32,41,0,0,0,0,0,-7.42999999999998,0.382499999999993,-8.26124999999999,-9.38250000000002,432.17125,-1.27,0.815,-0.288750000000002,0.1875,26.59625,-0.57,0.512499999999999,0.1425,0.336875,6.708125,-22.365,28.8275,1.02499999999998,-8.02000000000004,930.3925,-0.5,-1,-0.875,-2.0625,36.4375
"51",0,401.06,25.91,7.3,946.29,32,55,0,0,0,0,0,-3.21000000000001,-9.92750000000001,0.222499999999997,-14.978125,428.953125,-0.0649999999999995,-1.2025,0.8375,-0.419374999999999,26.759375,0.085,-0.4475,0.4375,0.26,6.965,8.21499999999997,-12.475,16.09125,-7.60625000000005,942.065,0,-0.75,-1.125,-2,35.875
"52",0.62,399.4,28.65,9,1054.03,31,42,0.31,0.155,0.0775,0.03875,0.03875,-0.830000000000013,-7.33999999999997,-0.16749999999999,-18.099375,425.836875,1.37,-0.0149999999999988,1.0075,-0.688124999999999,26.975625,0.85,0.225000000000001,0.51,0.2025,7.2125,53.87,23.9675,25.40875,-4.08687500000002,954.870625,-0.5,-0.5,-1.375,-1.875,35.25
"53",7.09,238.34,20.95,7.35,1039.09,41,37,3.235,1.9275,0.96375,0.481875,0.481875,-80.53,-42.7,-26.255,-24.706875,412.531875,-3.85,-0.587500000000002,-0.279999999999999,-0.898750000000001,26.56625,-0.825,0.48,0.4,0.0437500000000002,7.25125,-7.47000000000003,54.2424999999999,40.82375,-9.6275,961.12125,5,2,-0.125,-1.1875,35.3125
"54",1.19,319.84,19.28,4.55,850.38,55,34,-2.95,1.915,1.1125,0.55625,0.55625,40.75,-60.57,-37.43375,-28.615,405.70875,-0.834999999999999,-3.5825,-1.39875,-0.877500000000001,25.97375,-1.4,-1.1,-0.0687500000000001,0.162500000000001,6.95625,-94.355,-27.7125,24.525,4.34937499999995,943.573125,7,8.25,3.125,0.25,36.375
"55",0,434.25,23.77,2.11,675.14,42,33,-0.595,-1.63,1.1125,0.55625,0.55625,57.205,29.0875,-33.12,-24.861875,405.939375,2.245,-1.6375,-2.0075,-0.531874999999999,25.701875,-1.22,-2.4225,-0.955,0.15625,6.55125,-87.62,-141.9,-22.9450000000001,9.49562500000002,918.109375,-6.5,6.25,4.75,0.8125,36.6875
"56",0,398.23,27.55,8.17,957.61,37,40,0,-2.07,0.9575,0.55625,0.55625,-18.01,68.575,-29.9525,-27.80375,405.42125,1.89,2.7725,-2.20375,-0.664375,25.755625,3.03,-0.405,-1.19,0.230625,6.504375,141.235,-64.1799999999999,-47.81875,21.2675,907.10625,-2.5,-4.25,5.875,1.1875,36.6875
"57",0,412.86,26.72,6.13,785.44,34,44,0,-0.2975,-0.815,0.55625,0.55625,7.315,14.25,14.8625,-26.311875,402.744375,-0.415000000000001,2.805,-0.52875,-1.01625,25.875,-1.02,1.91,-1.2275,-0.175,6.6425,-86.085,54.3825000000001,-87.5875,-3.21687500000002,907.946875,-1.5,-6.5,4,1.5,36.5
"58",0,399.52,25.5,6.2,692.86,33,53,0,0,-1.1125,0.55625,0.55625,-6.67000000000002,-5.02500000000001,35.7775,-23.675625,399.113125,-0.609999999999999,0.225,1.09375,-0.99625,25.7875,0.0350000000000001,0.5125,-0.69875,-0.346875,6.698125,-46.29,-38.6125,-97.3425,-23.63375,898.73875,-0.5,-3,-1.625,1.875,36.25
"59",8.7,262.12,21.86,6.03,765.57,40,42,4.35,2.175,-0.0250000000000001,1.1,1.1,-68.7,-37.3625,10.1125,-27.9525,386.0225,-1.82,-1.7275,1.1225,-1.0275,25.3125,-0.085,-0.5175,0.44,-0.516249999999999,6.70875,36.355,-71.155,-52.1449999999999,-40.971875,893.486875,3.5,0.5,-3.125,2.625,36.5
"60",3.27,224.01,19.98,8.1,973.1,44,38,-2.715,2.9925,0.46125,1.226875,1.304375,-19.055,-81.5625,-11.51875,-35.795625,371.941875,-0.94,-2.595,0.313749999999999,-1.543125,24.744375,1.035,0.45,0.535,-0.6675,6.7475,103.765,65.0925,-38.1562499999999,-54.1925,896.59125,2,4.25,-3,3.6875,37.0625
"61",0,269.26,20.59,9.19,920.19,53,36,-1.635,-1.3575,1.3475,0.340625,1.304375,22.625,-42.0925,-51.28375,-23.906875,363.918125,0.305,-1.6975,-1.17375,-1.255625,24.411875,0.545,1.265,1.07,-0.4925,6.8025,-26.455,108.715,10.39375,-61.97875,889.515,4.5,6,0.25,4.0625,38.1875
"62",0,316.45,24.22,10.59,812.39,42,35,0,-2.9925,1.49625,0.191875,1.304375,23.595,24.895,-71.6275,-18.753125,358.340625,1.815,0.7425,-2.11125,-0.661249999999999,24.435,0.7,1.4125,1.4125,-0.0268750000000004,7.091875,-53.9,-1.52250000000004,45.025,-62.5675,885.355,-5.5,2.75,4.125,2,38.625
"63",0,421.44,22.69,1.95,363.04,38,34,0,-0.8175,-0.67875,0.191875,1.304375,52.495,61.155,-30.19625,-21.545625,359.531875,-0.764999999999999,1.585,-1.76875,-0.765625000000002,24.404375,-4.32,-1.1875,0.4125,0.16875,6.87625,-224.675,-179.465,-16.595,-71.915,855.69,-2,-4.25,4.125,1.3125,38.8125
"64",0,375.53,21.15,3.93,474.89,36,33,0,0,-1.49625,0.191875,1.304375,-22.955,52.815,10.52125,-21.234375,356.383125,-0.770000000000001,-0.2425,-0.67625,-1.12625,23.965,0.99,-3.475,-0.1,-0.109999999999999,6.625,55.925,-223.6625,-80.8075,-102.469375,825.904375,-1,-5.25,2.25,1.0625,38.9375
"65",0,369.22,17.86,1.2,412.09,35,33,0,0,-1.49625,0.191875,1.304375,-3.15499999999997,1.715,40.96625,-23.369375,353.063125,-1.645,-1.975,-0.251250000000002,-1.56375,23.295,-1.365,-1.8525,-1.48125,-0.284375,6.183125,-31.4,-72.1125,-161.16375,-113.981875,790.748125,-0.5,-2.25,-2.375,1.0625,39.0625
"66",0,394.86,20.48,1.66,388.88,34,32,0,0,-1.49625,0.191875,1.304375,12.82,-8.2225,61.15125,-23.163125,352.274375,1.31,-1.375,-0.55875,-1.84375,22.9475,0.23,-0.755,-3.14625,-0.51,5.84125,-11.605,-9.24000000000001,-229.04375,-118.168125,756.936875,-0.5,-1.25,-4.5,1.0625,39.1875
"67",0,393.25,23.6,4.61,461.85,33,31,0,0,-0.40875,-0.895625,1.304375,-0.805000000000007,10.84,37.7125,-6.28375,351.78625,1.56,1.2675,-0.548749999999998,-1.481875,22.803125,1.475,0.285,-2.30375,-0.519375000000001,5.673125,36.485,-9.0625,-166.37625,-125.855625,726.659375,-0.5,-1,-4.875,0.125,39.25
"68",0,289.99,18.92,6.36,696.39,33,30,0,0,0,-1.265625,1.265625,-51.63,-20.21,8.08000000000001,8.801875,344.948125,-2.34,1.045,-0.973749999999999,-1.00625,22.195,0.875,2.0275,-1.47875,-0.571875,5.508125,117.27,89.3175,-76.4125,-138.091875,704.306875,0,-0.75,-4.25,-1.375,39.375
"69",0,373.35,23.99,6.16,539.64,32,30,0,0,0,-0.8225,0.8225,41.68,-31.1925,-3.89874999999998,13.375,353.38625,2.535,-0.2925,0.133750000000001,-0.771250000000002,22.385,-0.1,1.5625,0.14,-0.876250000000001,5.43375,-78.375,96.325,3.04375000000005,-154.445,673.09125,-0.5,-0.5,-2.375,-3.4375,38.8125
"70",0,383.28,26.32,7.32,555.77,31,31,0,0,0,-0.748125,0.748125,4.96499999999997,18.3475,-15.1475,17.76375,357.35125,1.165,1.9475,1.33125,-0.948749999999999,22.825,0.58,0.6275,1.96375,-1.458125,5.606875,8.065,-15.7075,76.8437499999999,-168.109375,654.678125,-0.5,-0.75,-1.75,-3.3125,37.3125
"71",0,401.25,29.67,8.5,557.63,30,32,0,0,0,-0.748125,0.748125,8.98500000000001,30.2975,-10.62375,17.3025,355.28875,1.675,3.27,1.97625,-0.444999999999999,23.19375,0.59,0.825,2.1175,-1.03875,6.00625,0.930000000000007,-30.6575,76.465,-136.44125,647.33375,-0.5,-1,-1.5,-3.5625,36.5625
"72",2.56,293.9,27.46,11.08,756.38,30,31,1.28,0.64,0.32,-0.588125,0.908125,-53.675,-15.37,0.557499999999976,13.619375,348.768125,-1.105,1.705,3.3225,0.349375,23.188125,1.29,1.525,2.40375,-0.326875,6.188125,99.375,54.65,56.27625,-88.678125,634.756875,0,-0.75,-1.5,-3.875,36.125
"73",2.69,214.58,23.82,12.79,954.59,31,43,0.0649999999999999,1.3125,0.65625,-0.42,1.07625,-39.66,-69.0125,-19.805,6.68187500000002,336.375625,-1.82,-1.1775,2.535,1.275625,23.006875,0.855,2.0125,2.6125,0.705625,6.604375,99.105,149.3925,92.20125,-31.4375,645.32875,0.5,0,-1.25,-4.1875,35.9375
